"idCCAA_INE","idComunidad","comunidad","idProvincia","provincia","idMunicipio","municipio","num_incendios","supquemada"
"03","05","ASTURIAS",33,"ASTURIAS",33036,"LLANES",1725,4611.7000
12,"03","GALICIA",36,"PONTEVEDRA",36009,"CAÑIZA, A",1521,3794.6700
"03","05","ASTURIAS",33,"ASTURIAS",33011,"CANGAS DEL NARCEA",1349,19155.2100
"03","05","ASTURIAS",33,"ASTURIAS",33049,"PILOÑA",1341,5321.7400
12,"03","GALICIA",32,"OURENSE",32086,"VIANA DO BOLO",1290,7667.4300
12,"03","GALICIA",32,"OURENSE",32051,"MUIÑOS",1200,2991.6400
12,"03","GALICIA",32,"OURENSE",32044,"MANZANEDA",1176,10203.6600
12,"03","GALICIA",32,"OURENSE",32034,"GUDIÑA, A",1127,6163.9800
12,"03","GALICIA",36,"PONTEVEDRA",36034,"NEVES, AS",1081,1396.6300
"03","05","ASTURIAS",33,"ASTURIAS",33012,"CANGAS DE ONÍS",1074,3732.8200
12,"03","GALICIA",36,"PONTEVEDRA",36030,"MONDARIZ",1067,2183.6500
"03","05","ASTURIAS",33,"ASTURIAS",33073,"TINEO",997,8100.3000
"03","05","ASTURIAS",33,"ASTURIAS",33033,"LENA",929,4060.0700
12,"03","GALICIA",32,"OURENSE",32048,"MEZQUITA, A",924,4140.5200
12,"03","GALICIA",36,"PONTEVEDRA",36050,"SALVATERRA DE MIÑO",894,348.0900
12,"03","GALICIA",15,"A CORUÑA",15073,"RIBEIRA",860,1806.8000
12,"03","GALICIA",32,"OURENSE",32029,"CHANDREXA DE QUEIXA",854,5841.5800
12,"03","GALICIA",32,"OURENSE",32063,"POBRA DE TRIVES, A",852,1294.1900
12,"03","GALICIA",15,"A CORUÑA",15077,"SANTA COMBA",841,2054.0100
12,"03","GALICIA",15,"A CORUÑA",15011,"BOIRO",827,2813.3200
12,"03","GALICIA",36,"PONTEVEDRA",36042,"PONTEAREAS",824,1637.9700
12,"03","GALICIA",36,"PONTEVEDRA",36054,"TOMIÑO",818,403.0300
"03","05","ASTURIAS",33,"ASTURIAS",33044,"OVIEDO",760,1004.2100
"03","05","ASTURIAS",33,"ASTURIAS",33026,"GRADO",744,2616.1200
12,"03","GALICIA",15,"A CORUÑA",15078,"SANTIAGO DE COMPOSTELA",742,1571.7600
12,"03","GALICIA",15,"A CORUÑA",15019,"CARBALLO",737,577.3700
12,"03","GALICIA",32,"OURENSE",32028,"CUALEDRO",736,6617.9000
12,"03","GALICIA",36,"PONTEVEDRA",36047,"RODEIRO",711,2341.9900
12,"03","GALICIA",32,"OURENSE",32023,"CASTRO CALDELAS",706,1285.6100
"03","05","ASTURIAS",33,"ASTURIAS",33001,"ALLANDE",705,10920.4700
12,"03","GALICIA",36,"PONTEVEDRA",36024,"LALÍN",695,2128.2600
12,"03","GALICIA",36,"PONTEVEDRA",36018,"FORCAREI",684,3671.6300
12,"03","GALICIA",32,"OURENSE",32092,"VILARIÑO DE CONSO",684,4667.5300
12,"03","GALICIA",36,"PONTEVEDRA",36049,"SALCEDA DE CASELAS",662,634.6900
12,"03","GALICIA",36,"PONTEVEDRA",36020,"AGOLADA",660,1996.5500
12,"03","GALICIA",32,"OURENSE",32050,"MONTERREI",646,3297.9700
12,"03","GALICIA",36,"PONTEVEDRA",36001,"ARBO",641,3395.6900
12,"03","GALICIA",36,"PONTEVEDRA",36038,"PONTEVEDRA",640,3606.9800
12,"03","GALICIA",36,"PONTEVEDRA",36013,"COVELO",633,1343.5400
"03","05","ASTURIAS",33,"ASTURIAS",33002,"ALLER",612,2600.6600
12,"03","GALICIA",32,"OURENSE",32016,"CALVOS DE RANDÍN",608,2880.7500
"03","05","ASTURIAS",33,"ASTURIAS",33037,"MIERES",606,1860.2500
12,"03","GALICIA",36,"PONTEVEDRA",36017,"ESTRADA, A",588,2052.3900
12,"03","GALICIA",27,"LUGO",27065,"VILALBA",584,1302.7600
12,"03","GALICIA",32,"OURENSE",32071,"RIÓS",584,1516.0400
12,"03","GALICIA",36,"PONTEVEDRA",36057,"VIGO",581,101.5400
12,"03","GALICIA",27,"LUGO",27028,"LUGO",579,707.3200
12,"03","GALICIA",32,"OURENSE",32042,"LOBIOS",578,1814.4000
12,"03","GALICIA",32,"OURENSE",32017,"CARBALLEDA DE VALDEORRAS",576,5876.1800
12,"03","GALICIA",32,"OURENSE",32054,"OURENSE",575,1103.5200
12,"03","GALICIA",15,"A CORUÑA",15045,"MAZARICOS",562,3528.5100
"03","05","ASTURIAS",33,"ASTURIAS",33008,"CABRALES",558,1812.5300
12,"03","GALICIA",36,"PONTEVEDRA",36039,"PORRIÑO, O",556,202.9200
"03","05","ASTURIAS",33,"ASTURIAS",33045,"PARRES",551,1798.2900
12,"03","GALICIA",36,"PONTEVEDRA",36021,"GONDOMAR",546,763.9400
"03","05","ASTURIAS",33,"ASTURIAS",33066,"SIERO",535,934.6800
12,"03","GALICIA",36,"PONTEVEDRA",36016,"DOZÓN",534,1144.3500
12,"03","GALICIA",36,"PONTEVEDRA",36012,"COTOBADE",532,1755.4300
12,"03","GALICIA",32,"OURENSE",32046,"MELÓN",527,1918.8900
"03","05","ASTURIAS",33,"ASTURIAS",33005,"BELMONTE DE MIRANDA",520,4283.0900
11,14,"EXTREMADURA","06","BADAJOZ","06015","BADAJOZ",514,2820.3600
12,"03","GALICIA",32,"OURENSE",32043,"MACEDA",509,3051.0600
"06","06","CANTABRIA",39,"CANTABRIA",39097,"VEGA DE PAS",506,10009.6700
12,"03","GALICIA",32,"OURENSE",32091,"VILARDEVÓS",499,4282.4100
12,"03","GALICIA",15,"A CORUÑA",15071,"PORTO DO SON",495,3343.8100
15,13,"NAVARRA",31,"NAVARRA",31050,"BAZTAN",495,3165.7400
"03","05","ASTURIAS",33,"ASTURIAS",33032,"LAVIANA",493,1383.5000
12,"03","GALICIA",36,"PONTEVEDRA",36033,"MOS",491,237.1100
"03","05","ASTURIAS",33,"ASTURIAS",33056,"RIBADESELLA",490,1185.8900
12,"03","GALICIA",36,"PONTEVEDRA",36005,"CALDAS DE REIS",489,1907.5700
12,"03","GALICIA",32,"OURENSE",32085,"VERÍN",489,3505.3200
12,"03","GALICIA",36,"PONTEVEDRA",36052,"SILLEDA",487,1874.4900
12,"03","GALICIA",27,"LUGO",27040,"PALAS DE REI",480,2141.6400
12,"03","GALICIA",32,"OURENSE",32067,"RAIRIZ DE VEIGA",478,820.7000
12,"03","GALICIA",15,"A CORUÑA",15059,"ORDES",462,691.8100
"03","05","ASTURIAS",33,"ASTURIAS",33043,"ONÍS",457,1223.2600
12,"03","GALICIA",32,"OURENSE",32061,"PIÑOR",456,1490.2900
11,14,"EXTREMADURA",10,"CACERES",10037,"CÁCERES",451,7373.1100
"06","06","CANTABRIA",39,"CANTABRIA",39014,"CABUÉRNIGA",450,5683.5500
12,"03","GALICIA",32,"OURENSE",32053,"OÍMBRA",445,2056.0800
12,"03","GALICIA",15,"A CORUÑA",15036,"FERROL",445,1231.5800
12,"03","GALICIA",32,"OURENSE",32005,"BALTAR",438,2437.0600
12,"03","GALICIA",27,"LUGO",27058,"SAVIÑAO, O",435,2167.3700
12,"03","GALICIA",36,"PONTEVEDRA",36045,"REDONDELA",418,159.8500
12,"03","GALICIA",32,"OURENSE",32076,"SAN CRISTOVO DE CEA",413,2797.1300
12,"03","GALICIA",27,"LUGO",27015,"COSPEITO",412,395.9500
12,"03","GALICIA",15,"A CORUÑA",15093,"ZAS",404,734.0600
"07",17,"CASTILLA Y LEON",49,"ZAMORA",49094,"HERMISENDE",396,11059.0100
12,"03","GALICIA",15,"A CORUÑA",15029,"CORISTANCO",392,907.4900
12,"03","GALICIA",15,"A CORUÑA",15056,"NEGREIRA",389,3502.0200
"03","05","ASTURIAS",33,"ASTURIAS",33031,"LANGREO",385,679.6800
12,"03","GALICIA",27,"LUGO",27009,"CARBALLEDO",384,1424.3700
12,"03","GALICIA",15,"A CORUÑA",15002,"AMES",381,1107.3400
12,"03","GALICIA",36,"PONTEVEDRA",36041,"POIO",379,367.0700
12,"03","GALICIA",32,"OURENSE",32006,"BANDE",376,1799.0500
12,"03","GALICIA",32,"OURENSE",32009,"BARCO DE VALDEORRAS, O",374,2898.9800
12,"03","GALICIA",32,"OURENSE",32041,"LOBEIRA",368,2620.2600
12,"03","GALICIA",27,"LUGO",27023,"GUNTÍN",361,387.7300
"03","05","ASTURIAS",33,"ASTURIAS",33034,"VALDÉS",361,4534.9600
12,"03","GALICIA",15,"A CORUÑA",15005,"ARTEIXO",360,541.2400
12,"03","GALICIA",15,"A CORUÑA",15042,"LOUSAME",359,3776.5600
12,"03","GALICIA",32,"OURENSE",32032,"XINZO DE LIMIA",355,1169.6000
12,"03","GALICIA",15,"A CORUÑA",15082,"TEO",355,1320.5600
"03","05","ASTURIAS",33,"ASTURIAS",33076,"VILLAVICIOSA",351,662.6300
12,"03","GALICIA",32,"OURENSE",32036,"XUNQUEIRA DE AMBÍA",351,935.7900
12,"03","GALICIA",32,"OURENSE",32007,"BAÑOS DE MOLGAS",350,1013.5700
12,"03","GALICIA",32,"OURENSE",32049,"MONTEDERRAMO",349,2090.1700
12,"03","GALICIA",36,"PONTEVEDRA",36019,"FORNELOS DE MONTES",349,3241.6800
12,"03","GALICIA",27,"LUGO",27018,"FONSAGRADA, A",345,1907.5500
12,"03","GALICIA",32,"OURENSE",32015,"BOLO, O",343,1376.1000
12,"03","GALICIA",27,"LUGO",27016,"CHANTADA",343,410.9400
12,"03","GALICIA",15,"A CORUÑA",15083,"TOQUES",342,1120.8000
12,"03","GALICIA",32,"OURENSE",32019,"CARBALLINO, O",341,744.6400
12,"03","GALICIA",32,"OURENSE",32004,"AVIÓN",339,5143.6800
12,"03","GALICIA",36,"PONTEVEDRA",36055,"TUI",337,121.9000
12,"03","GALICIA",32,"OURENSE",32083,"VEIGA, A",336,2929.2300
"03","05","ASTURIAS",33,"ASTURIAS",33003,"AMIEVA",336,1742.9100
12,"03","GALICIA",32,"OURENSE",32058,"PEREIRO DE AGUIAR, O",335,1321.5600
12,"03","GALICIA",32,"OURENSE",32039,"LAZA",335,6396.7900
12,"03","GALICIA",15,"A CORUÑA",15054,"NARÓN",334,399.9200
"06","06","CANTABRIA",39,"CANTABRIA",39063,"RIONANSA",330,4568.2500
12,"03","GALICIA",32,"OURENSE",32013,"BOBORÁS",329,1214.0900
12,"03","GALICIA",27,"LUGO",27020,"FRIOL",326,973.1000
12,"03","GALICIA",15,"A CORUÑA",15013,"BRIÓN",326,902.0800
12,"03","GALICIA",32,"OURENSE",32070,"SAN XOAN DE RIO",325,1610.3100
12,"03","GALICIA",36,"PONTEVEDRA",36061,"VILANOVA DE AROUSA",324,637.9500
12,"03","GALICIA",32,"OURENSE",32018,"CARBALLEDA DE AVIA",324,1937.4500
"03","05","ASTURIAS",33,"ASTURIAS",33060,"SAN MARTÍN DEL REY AURELIO",323,690.2000
12,"03","GALICIA",15,"A CORUÑA",15052,"MUXÍA",322,3584.9500
12,"03","GALICIA",32,"OURENSE",32056,"PADRENDA",319,1198.4600
12,"03","GALICIA",15,"A CORUÑA",15092,"VIMIANZO",318,2706.2700
"07",17,"CASTILLA Y LEON",49,"ZAMORA",49189,"S JUSTO",315,3282.5900
12,"03","GALICIA",15,"A CORUÑA",15084,"TORDOIA",313,591.4900
11,14,"EXTREMADURA","06","BADAJOZ","06083","MÉRIDA",310,1879.0900
"03","05","ASTURIAS",33,"ASTURIAS",33059,"SALAS",308,2231.4800
12,"03","GALICIA",32,"OURENSE",32047,"MERCA, A",307,1323.8800
12,"03","GALICIA",27,"LUGO",27022,"GUITIRIZ",307,760.7900
12,"03","GALICIA",15,"A CORUÑA",15030,"CORUÑA, A",307,400.1700
"07",17,"CASTILLA Y LEON",24,"LEON",24115,"PONFERRADA",307,3081.0800
12,"03","GALICIA",15,"A CORUÑA",15003,"ARANGA",306,1256.3800
12,"03","GALICIA",27,"LUGO",27024,"INCIO, O",306,1762.0000
12,"03","GALICIA",32,"OURENSE",32035,"IRIXO, O",305,1919.2900
12,"03","GALICIA",36,"PONTEVEDRA",36028,"MEIS",305,862.3200
"03","05","ASTURIAS",33,"ASTURIAS",33035,"LLANERA",304,433.9400
"03","05","ASTURIAS",33,"ASTURIAS",33024,"GIJÓN",302,351.5900
"07",17,"CASTILLA Y LEON",49,"ZAMORA",49145,"PEDRALBA DE LA PRADERIA",301,7656.8400
12,"03","GALICIA",32,"OURENSE",32014,"BOLA, A",300,437.2500
12,"03","GALICIA",36,"PONTEVEDRA",36014,"CRECENTE",300,1982.0100
12,"03","GALICIA",36,"PONTEVEDRA",36051,"SANXENXO",298,213.9000
12,"03","GALICIA",15,"A CORUÑA",15007,"BAÑA, A",296,952.8500
12,"03","GALICIA",36,"PONTEVEDRA",36058,"VILABOA",295,1253.0200
12,"03","GALICIA",32,"OURENSE",32030,"ENTRIMO",294,1827.9300
12,"03","GALICIA",27,"LUGO",27050,"QUIROGA",292,5741.6300
12,"03","GALICIA",32,"OURENSE",32089,"VILAR DE BARRIO",284,2017.0300
12,"03","GALICIA",15,"A CORUÑA",15072,"RIANXO",283,2265.0600
12,"03","GALICIA",15,"A CORUÑA",15067,"POBRA DO CARAMIÑAL, A",283,442.5400
12,"03","GALICIA",15,"A CORUÑA",15074,"ROIS",281,1817.6800
12,"03","GALICIA",32,"OURENSE",32024,"CELANOVA",280,368.0000
12,"03","GALICIA",15,"A CORUÑA",15062,"OUTES",274,381.2300
12,"03","GALICIA",15,"A CORUÑA",15043,"MALPICA DE BERGANTIÑOS",271,1094.2800
"01","04","ANDALUCIA",14,"CORDOBA",14021,"CÓRDOBA",270,504.2100
12,"03","GALICIA",15,"A CORUÑA",15034,"DUMBRÍA",269,1171.8900
"06","06","CANTABRIA",39,"CANTABRIA",39034,"LAMASÓN",269,1452.9700
14,"08","MURCIA",30,"MURCIA",30019,"CIEZA",267,68.7300
12,"03","GALICIA",36,"PONTEVEDRA",36025,"LAMA, A",265,3163.0100
"06","06","CANTABRIA",39,"CANTABRIA",39086,"TOJOS, LOS",261,4319.2400
12,"03","GALICIA",15,"A CORUÑA",15087,"VALDOVIÑO",261,355.3700
"07",17,"CASTILLA Y LEON",49,"ZAMORA",49085,"GALENDE",260,2819.5300
12,"03","GALICIA",15,"A CORUÑA",15046,"MELIDE",258,655.0400
"03","05","ASTURIAS",33,"ASTURIAS",33050,"PONGA",258,1060.3000
12,"03","GALICIA",15,"A CORUÑA",15047,"MESÍA",258,253.2000
12,"03","GALICIA",15,"A CORUÑA",15041,"LARACHA, A",258,1748.4300
12,"03","GALICIA",36,"PONTEVEDRA",36002,"BARRO",254,3225.4900
12,"03","GALICIA",36,"PONTEVEDRA",36060,"VILAGARCÍA DE AROUSA",253,205.4600
15,13,"NAVARRA",31,"NAVARRA",31232,"TUDELA",253,67.1000
"03","05","ASTURIAS",33,"ASTURIAS",33054,"REGUERAS, LAS",250,359.4200
11,14,"EXTREMADURA",10,"CACERES",10014,"ALDEANUEVA DE LA VERA",248,461.2900
"03","05","ASTURIAS",33,"ASTURIAS",33068,"SOMIEDO",246,1171.8200
12,"03","GALICIA",32,"OURENSE",32045,"MASIDE",245,518.6400
12,"03","GALICIA",36,"PONTEVEDRA",36026,"MARÍN",245,110.4000
"07",17,"CASTILLA Y LEON",24,"LEON",24067,"ENCINEDO",245,6089.5800
"03","05","ASTURIAS",33,"ASTURIAS",33015,"CASO",245,1441.1400
12,"03","GALICIA",15,"A CORUÑA",15032,"CURTIS",241,981.9000
"03","05","ASTURIAS",33,"ASTURIAS",33016,"CASTRILLÓN",237,237.6400
12,"03","GALICIA",32,"OURENSE",32020,"CARTELLE",236,513.3800
11,14,"EXTREMADURA",10,"CACERES",10105,"JARANDILLA DE LA VERA",233,267.9700
12,"03","GALICIA",32,"OURENSE",32052,"NOGUEIRA DE RAMUÍN",233,971.7600
"03","05","ASTURIAS",33,"ASTURIAS",33067,"SOBRESCOBIO",233,1791.3800
12,"03","GALICIA",36,"PONTEVEDRA",36059,"VILA DE CRUCES",233,372.2100
"07",17,"CASTILLA Y LEON","09","BURGOS","09124","ESPINOSA DE LOS MONTEROS",231,1470.9100
12,"03","GALICIA",15,"A CORUÑA",15024,"CERCEDA",231,397.7400
12,"03","GALICIA",32,"OURENSE",32001,"ALLARIZ",230,768.3900
12,"03","GALICIA",36,"PONTEVEDRA",36037,"PAZOS DE BORBÉN",228,5286.3200
12,"03","GALICIA",32,"OURENSE",32021,"CASTRELO DO VAL",227,1877.7000
"07",17,"CASTILLA Y LEON","05","AVILA","05047","CANDELEDA",225,401.9200
12,"03","GALICIA",36,"PONTEVEDRA",36008,"CANGAS",224,274.9200
12,"03","GALICIA",27,"LUGO",27031,"MONFORTE DE LEMOS",222,294.5400
16,"01","EUSKADI",48,"VIZCAYA",48022,"KARRANTZA HARANA",222,604.5300
12,"03","GALICIA",15,"A CORUÑA",15031,"CULLEREDO",222,240.2000
11,14,"EXTREMADURA",10,"CACERES",10068,"CUACOS DE YUSTE",221,554.0800
"08",11,"CASTILLA-MANCHA",16,"CUENCA",16078,"CUENCA",219,118.8100
"03","05","ASTURIAS",33,"ASTURIAS",33038,"MORCÍN",219,667.5700
11,14,"EXTREMADURA",10,"CACERES",10148,"PLASENCIA",218,666.4300
"03","05","ASTURIAS",33,"ASTURIAS",33025,"GOZÓN",217,303.4300
12,"03","GALICIA",36,"PONTEVEDRA",36053,"SOUTOMAIOR",217,562.0200
"06","06","CANTABRIA",39,"CANTABRIA",39039,"LUENA",216,1410.4000
12,"03","GALICIA",36,"PONTEVEDRA",36011,"CERDEDO",215,8198.9000
"08",11,"CASTILLA-MANCHA",13,"CIUDAD REAL",13071,"PUERTOLLANO",215,2478.4600
12,"03","GALICIA",15,"A CORUÑA",15068,"PONTECESO",213,1370.4200
12,"03","GALICIA",36,"PONTEVEDRA",36043,"PONTE CALDELAS",212,3798.6400
"07",17,"CASTILLA Y LEON",24,"LEON",24171,"TRABADELO",210,2993.0600
12,"03","GALICIA",27,"LUGO",27010,"CASTRO DE REI",210,228.2200
12,"03","GALICIA",36,"PONTEVEDRA",36006,"CAMBADOS",209,33.2100
"07",17,"CASTILLA Y LEON",24,"LEON",24209,"VILLAFRANCA DEL BIERZO",208,3271.9000
11,14,"EXTREMADURA",10,"CACERES",10079,"GARGANTA LA OLLA",207,634.0900
"07",17,"CASTILLA Y LEON",24,"LEON",24016,"BENUZA",206,9876.3100
12,"03","GALICIA",36,"PONTEVEDRA",36056,"VALGA",206,672.3200
12,"03","GALICIA",15,"A CORUÑA",15020,"CARNOTA",206,4429.5900
"07",17,"CASTILLA Y LEON",24,"LEON",24172,"TRUCHAS",204,5850.6700
12,"03","GALICIA",27,"LUGO",27032,"MONTERROSO",204,337.6600
"03","05","ASTURIAS",33,"ASTURIAS",33028,"IBIAS",201,1901.8700
"07",17,"CASTILLA Y LEON","09","BURGOS","09216","MERINDAD DE VALDEPORRES",201,971.7300
12,"03","GALICIA",27,"LUGO",27037,"NOGAIS, AS",199,638.4100
12,"03","GALICIA",32,"OURENSE",32088,"VILAMARTÍN DE VALDEORRAS",197,620.7300
15,13,"NAVARRA",31,"NAVARRA",31157,"LODOSA",197,75.9700
12,"03","GALICIA",32,"OURENSE",32026,"COLES",197,562.7300
12,"03","GALICIA",15,"A CORUÑA",15001,"ABEGONDO",197,464.4800
12,"03","GALICIA",27,"LUGO",27057,"SARRIA",196,160.3400
12,"03","GALICIA",32,"OURENSE",32073,"RUBIÁ",194,596.1200
11,14,"EXTREMADURA",10,"CACERES",10180,"TALAYUELA",193,296.7000
"01","04","ANDALUCIA",21,"HUELVA",21005,"ALMONTE",193,1126.8000
12,"03","GALICIA",36,"PONTEVEDRA",36027,"MEAÑO",192,79.6000
13,16,"MADRID",28,"MADRID",28005,"ALCALÁ DE HENARES",192,98.1500
12,"03","GALICIA",27,"LUGO",27012,"CERVANTES",192,2299.3600
12,"03","GALICIA",32,"OURENSE",32084,"VEREA",192,1688.3900
12,"03","GALICIA",32,"OURENSE",32069,"RIBADAVIA",192,1009.6000
11,14,"EXTREMADURA",10,"CACERES",10147,"PIORNAL",191,590.9300
"08",11,"CASTILLA-MANCHA",19,"GUADALAJARA",19130,"GUADALAJARA",191,183.6200
"07",17,"CASTILLA Y LEON",49,"ZAMORA",49162,"PORTO",191,17863.4400
12,"03","GALICIA",36,"PONTEVEDRA",36035,"NIGRÁN",189,48.0200
12,"03","GALICIA",15,"A CORUÑA",15070,"PONTES DE GARCIA RODRIGUEZ, AS",189,1006.5100
"07",17,"CASTILLA Y LEON","05","AVILA","05014","ARENAS DE SAN PEDRO",188,4531.4100
12,"03","GALICIA",15,"A CORUÑA",15088,"VAL DO DUBRA",187,2005.4900
"08",11,"CASTILLA-MANCHA",45,"TOLEDO",45165,"TALAVERA DE LA REINA",187,608.0900
12,"03","GALICIA",27,"LUGO",27060,"TABOADA",187,201.7100
12,"03","GALICIA",32,"OURENSE",32068,"RAMIRÁS",187,626.6200
"06","06","CANTABRIA",39,"CANTABRIA",39083,"SOBA",186,7584.2900
"01","04","ANDALUCIA",41,"SEVILLA",41012,"AZNALCÁZAR",186,817.2800
11,14,"EXTREMADURA",10,"CACERES",10205,"VALVERDE DEL FRESNO",184,1640.2300
12,"03","GALICIA",32,"OURENSE",32059,"PEROXA, A",183,637.5400
"06","06","CANTABRIA",39,"CANTABRIA",39004,"ARENAS DE IGUÑA",182,1302.9100
"03","05","ASTURIAS",33,"ASTURIAS",33053,"QUIRÓS",181,902.6400
"03","05","ASTURIAS",33,"ASTURIAS",33046,"PEÑAMELLERA ALTA",180,974.2000
12,"03","GALICIA",27,"LUGO",27034,"NAVIA DE SUARNA",180,2169.8700
12,"03","GALICIA",27,"LUGO",27039,"OUTEIRO DE REI",179,290.3600
12,"03","GALICIA",27,"LUGO",27041,"PANTÓN",179,744.8300
"07",17,"CASTILLA Y LEON",49,"ZAMORA",49069,"FIGUERUELA DE ARRIBA",179,1427.2700
"06","06","CANTABRIA",39,"CANTABRIA",39020,"CASTRO-URDIALES",178,625.8500
"06","06","CANTABRIA",39,"CANTABRIA",39082,"SELAYA",178,4626.1300
12,"03","GALICIA",32,"OURENSE",32087,"VILAMARÍN",177,1717.6300
11,14,"EXTREMADURA",10,"CACERES",10130,"NAVACONCEJO",177,732.2600
"07",17,"CASTILLA Y LEON",49,"ZAMORA",49100,"LUBIAN",175,5013.2500
11,14,"EXTREMADURA","06","BADAJOZ","06044","DON BENITO",175,824.8300
"03","05","ASTURIAS",33,"ASTURIAS",33047,"PEÑAMELLERA BAJA",174,730.2200
12,"03","GALICIA",15,"A CORUÑA",15090,"VILASANTAR",174,350.3100
"01","04","ANDALUCIA",21,"HUELVA",21050,"MOGUER",173,1650.0700
"07",17,"CASTILLA Y LEON",49,"ZAMORA",49154,"PÍAS",172,5614.7500
"06","06","CANTABRIA",39,"CANTABRIA",39091,"VALDÁLIGA",172,1349.3500
"03","05","ASTURIAS",33,"ASTURIAS",33057,"RIBERA DE ARRIBA",169,620.8400
11,14,"EXTREMADURA","06","BADAJOZ","06153","VILLANUEVA DE LA SERENA",168,258.3700
15,13,"NAVARRA",31,"NAVARRA",31077,"CORELLA",168,66.0400
12,"03","GALICIA",27,"LUGO",27003,"ANTAS DE ULLA",168,542.5000
11,14,"EXTREMADURA",10,"CACERES",10104,"JARAÍZ DE LA VERA",167,887.7600
"03","05","ASTURIAS",33,"ASTURIAS",33019,"COLUNGA",166,283.2100
12,"03","GALICIA",32,"OURENSE",32062,"PORQUEIRA",166,543.9100
"03","05","ASTURIAS",33,"ASTURIAS",33006,"BIMENES",165,359.5600
11,14,"EXTREMADURA",10,"CACERES",10110,"LOSAR DE LA VERA",165,158.4700
12,"03","GALICIA",15,"A CORUÑA",15080,"SOBRADO",163,357.5700
12,"03","GALICIA",36,"PONTEVEDRA",36003,"BAIONA",162,1771.4300
12,"03","GALICIA",36,"PONTEVEDRA",36015,"CUNTIS",162,232.0700
12,"03","GALICIA",15,"A CORUÑA",15061,"ORTIGUEIRA",161,177.5700
12,"03","GALICIA",15,"A CORUÑA",15057,"NOIA",161,1061.3400
12,"03","GALICIA",36,"PONTEVEDRA",36032,"MORAÑA",159,214.5900
12,"03","GALICIA",36,"PONTEVEDRA",36036,"OIA",158,3085.1300
12,"03","GALICIA",36,"PONTEVEDRA",36010,"CATOIRA",158,2055.6700
12,"03","GALICIA",15,"A CORUÑA",15053,"MUROS",158,1918.6800
12,"03","GALICIA",32,"OURENSE",32077,"SANDIÁS",156,353.7900
"01","04","ANDALUCIA",11,"CADIZ",11033,"SAN ROQUE",154,1291.5700
"07",17,"CASTILLA Y LEON",49,"ZAMORA",49179,"ROBLEDA-CERVANTES",154,402.9100
11,14,"EXTREMADURA",10,"CACERES",10171,"SANTIBÁÑEZ EL ALTO",154,520.3400
12,"03","GALICIA",32,"OURENSE",32079,"TABOADELA",154,576.3200
"03","05","ASTURIAS",33,"ASTURIAS",33004,"AVILÉS",153,69.8500
12,"03","GALICIA",27,"LUGO",27059,"SOBER",153,456.8400
14,"08","MURCIA",30,"MURCIA",30024,"LORCA",153,420.5900
12,"03","GALICIA",32,"OURENSE",32082,"TRASMIRAS",151,328.1700
"07",17,"CASTILLA Y LEON",49,"ZAMORA",49172,"RABANALES",150,327.6200
"07",17,"CASTILLA Y LEON",49,"ZAMORA",49223,"TRABAZOS",150,1779.2900
11,14,"EXTREMADURA","06","BADAJOZ","06006","ALBURQUERQUE",150,809.7100
"03","05","ASTURIAS",33,"ASTURIAS",33040,"NAVA",149,388.9000
"06","06","CANTABRIA",39,"CANTABRIA",39007,"ARREDONDO",148,5249.5500
"06","06","CANTABRIA",39,"CANTABRIA",39098,"VILLACARRIEDO",148,1913.4100
12,"03","GALICIA",36,"PONTEVEDRA",36040,"PORTAS",148,60.1000
12,"03","GALICIA",27,"LUGO",27001,"ABADÍN",148,82.7600
12,"03","GALICIA",27,"LUGO",27006,"BECERREÁ",147,629.3200
12,"03","GALICIA",27,"LUGO",27014,"CORGO, O",146,148.5600
"01","04","ANDALUCIA",23,"JAEN",23050,"JAÉN",146,232.6300
12,"03","GALICIA",32,"OURENSE",32033,"GOMESENDE",145,238.6700
13,16,"MADRID",28,"MADRID",28061,"GALAPAGAR",144,287.6000
12,"03","GALICIA",15,"A CORUÑA",15066,"PINO, O",142,290.3100
12,"03","GALICIA",32,"OURENSE",32055,"PADERNE DE ALLARIZ",140,1022.7900
12,"03","GALICIA",32,"OURENSE",32012,"BLANCOS, OS",140,476.9800
"08",11,"CASTILLA-MANCHA","02","ALBACETE","02037","HELLÍN",140,6116.2800
11,14,"EXTREMADURA",10,"CACERES",10203,"VALENCIA DE ALCÁNTARA",139,757.1500
"03","05","ASTURIAS",33,"ASTURIAS",33077,"VILLAYÓN",138,1891.2200
"03","05","ASTURIAS",33,"ASTURIAS",33051,"PRAVIA",138,227.0600
11,14,"EXTREMADURA",10,"CACERES",10195,"TRUJILLO",138,2047.4900
"07",17,"CASTILLA Y LEON",24,"LEON",24070,"FABERO",138,628.9000
11,14,"EXTREMADURA",10,"CACERES",10212,"VILLANUEVA DE LA VERA",137,842.1000
12,"03","GALICIA",27,"LUGO",27007,"BEGONTE",136,164.5300
"03","05","ASTURIAS",33,"ASTURIAS",33020,"CORVERA DE ASTURIAS",136,117.2300
"03","05","ASTURIAS",33,"ASTURIAS",33010,"CANDAMO",135,606.0700
12,"03","GALICIA",15,"A CORUÑA",15065,"PADRÓN",135,2365.7900
11,14,"EXTREMADURA",10,"CACERES",10210,"VILLAMIEL",134,141.1600
12,"03","GALICIA",27,"LUGO",27901,"BARALLA",133,647.5300
"07",17,"CASTILLA Y LEON",24,"LEON",24059,"CORULLON",132,1333.5500
