idCCAA_INE,comunidad,idProvincia,provincia,idMunicipio,municipio,num_incendios,SUPQUEMADA
01,"ANDALUCIA",04,"ALMERIA",04066,"NÍJAR",93,1565.72
01,"ANDALUCIA",04,"ALMERIA",04003,"ADRA",53,373.35
01,"ANDALUCIA",04,"ALMERIA",04029,"BERJA",50,337.6
01,"ANDALUCIA",04,"ALMERIA",04086,"SORBAS",46,1347.48
01,"ANDALUCIA",04,"ALMERIA",04013,"ALMERÍA",34,250.24
01,"ANDALUCIA",04,"ALMERIA",04088,"TABERNAS",24,32.78
01,"ANDALUCIA",04,"ALMERIA",04076,"PURCHENA",21,21.13
01,"ANDALUCIA",04,"ALMERIA",04035,"CUEVAS DEL ALMANZORA",20,147.03
01,"ANDALUCIA",04,"ALMERIA",04083,"SERÓN",20,52.86
01,"ANDALUCIA",04,"ALMERIA",04032,"CARBONERAS",19,114.39
01,"ANDALUCIA",04,"ALMERIA",04038,"DALÍAS",17,81.15
01,"ANDALUCIA",04,"ALMERIA",04060,"LUCAINENA DE LAS TORRES",17,55.41
01,"ANDALUCIA",04,"ALMERIA",04030,"CANJÁYAR",16,192.99
01,"ANDALUCIA",04,"ALMERIA",04070,"ORIA",16,7
01,"ANDALUCIA",04,"ALMERIA",04046,"FONDÓN",15,30.8
01,"ANDALUCIA",04,"ALMERIA",04007,"ALCOLEA",15,12.73
01,"ANDALUCIA",04,"ALMERIA",04050,"GÉRGAL",15,7.35
01,"ANDALUCIA",04,"ALMERIA",04041,"ENIX",14,1958.73
01,"ANDALUCIA",04,"ALMERIA",04053,"HUÉRCA-OVERA",12,93.2
01,"ANDALUCIA",04,"ALMERIA",04065,"NACIMIENTO",12,91.01
01,"ANDALUCIA",04,"ALMERIA",04099,"VÉLEZ-RUBIO",12,6.25
01,"ANDALUCIA",04,"ALMERIA",04082,"SENÉS",11,187.76
01,"ANDALUCIA",04,"ALMERIA",04097,"VELEFIQUE",11,166.84
01,"ANDALUCIA",04,"ALMERIA",04008,"ALCÓNTAR",11,47.05
01,"ANDALUCIA",04,"ALMERIA",04031,"CANTORIA",11,27.47
01,"ANDALUCIA",04,"ALMERIA",04017,"ARBOLEAS",11,18.49
01,"ANDALUCIA",04,"ALMERIA",04016,"ANTAS",11,14.77
01,"ANDALUCIA",04,"ALMERIA",04043,"FELIX",11,12.8
01,"ANDALUCIA",04,"ALMERIA",04002,"ABRUCENA",11,1.89
01,"ANDALUCIA",04,"ALMERIA",04093,"TURRE",10,6907.2
01,"ANDALUCIA",04,"ALMERIA",04092,"TÍJOLA",10,17.27
01,"ANDALUCIA",04,"ALMERIA",04064,"MOJÁCAR",10,14.38
01,"ANDALUCIA",04,"ALMERIA",04077,"RÁGOL",9,110.25
01,"ANDALUCIA",04,"ALMERIA",04075,"PULPÍ",9,41.06
01,"ANDALUCIA",04,"ALMERIA",04059,"LUBRÍN",9,27.12
01,"ANDALUCIA",04,"ALMERIA",04006,"ALBOX",9,25.53
01,"ANDALUCIA",04,"ALMERIA",04102,"VÍCAR",9,20.59
01,"ANDALUCIA",04,"ALMERIA",04057,"LÁUJAR DE ANDARAX",9,18.45
01,"ANDALUCIA",04,"ALMERIA",04022,"BÉDAR",9,17.46
01,"ANDALUCIA",04,"ALMERIA",04069,"OLULA DEL RÍO",9,2.69
01,"ANDALUCIA",04,"ALMERIA",04019,"BACARES",8,140.11
01,"ANDALUCIA",04,"ALMERIA",04062,"MACAEL",8,61.28
01,"ANDALUCIA",04,"ALMERIA",04094,"TURRILLAS",8,6.64
01,"ANDALUCIA",04,"ALMERIA",04090,"TAHAL",7,402.25
01,"ANDALUCIA",04,"ALMERIA",04901,"TRES VILLAS, LAS",7,57.37
01,"ANDALUCIA",04,"ALMERIA",04021,"BAYARQUE",7,51.08
01,"ANDALUCIA",04,"ALMERIA",04103,"ZURGENA",7,34.06
01,"ANDALUCIA",04,"ALMERIA",04054,"ILLAR",7,6.42
01,"ANDALUCIA",04,"ALMERIA",04024,"BENAHADUX",6,185.26
01,"ANDALUCIA",04,"ALMERIA",04084,"SIERRO",6,147.21
01,"ANDALUCIA",04,"ALMERIA",04033,"CASTRO DE FILABRES",6,56.25
01,"ANDALUCIA",04,"ALMERIA",04045,"FIÑANA",6,47.2
01,"ANDALUCIA",04,"ALMERIA",04005,"ALBOLODUY",6,45.69
01,"ANDALUCIA",04,"ALMERIA",04001,"ABLA",6,28.53
01,"ANDALUCIA",04,"ALMERIA",04081,"SANTA FE DE MONDÚJAR",6,17.86
01,"ANDALUCIA",04,"ALMERIA",04068,"OLULA DE CASTRO",6,10.84
01,"ANDALUCIA",04,"ALMERIA",04067,"OHANES",6,6.65
01,"ANDALUCIA",04,"ALMERIA",04098,"VÉLEZ-BLANCO",6,1.33
01,"ANDALUCIA",04,"ALMERIA",04011,"ALHAMA DE ALMERÍA",6,1.18
01,"ANDALUCIA",04,"ALMERIA",04044,"FINES",5,44.55
01,"ANDALUCIA",04,"ALMERIA",04072,"PARTALOA",5,32.78
01,"ANDALUCIA",04,"ALMERIA",04073,"PATERNA DEL RÍO",5,17.29
01,"ANDALUCIA",04,"ALMERIA",04048,"GALLARDOS, LOS",5,10.28
01,"ANDALUCIA",04,"ALMERIA",04058,"LÍJAR",5,6.31
01,"ANDALUCIA",04,"ALMERIA",04100,"VERA",5,5.18
01,"ANDALUCIA",04,"ALMERIA",04023,"BEIRES",4,335.6
01,"ANDALUCIA",04,"ALMERIA",04047,"GÁDOR",4,79.98
01,"ANDALUCIA",04,"ALMERIA",04061,"LÚCAR",4,8.52
01,"ANDALUCIA",04,"ALMERIA",04055,"INSTINCIÓN",4,6.79
01,"ANDALUCIA",04,"ALMERIA",04036,"CHERCOS",4,4.25
01,"ANDALUCIA",04,"ALMERIA",04079,"ROQUETAS DE MAR",4,1.99
01,"ANDALUCIA",04,"ALMERIA",04051,"HUÉCIJA",4,1.13
01,"ANDALUCIA",04,"ALMERIA",04902,"EJIDO, EL",4,0.69
01,"ANDALUCIA",04,"ALMERIA",04037,"CHIRIVEL",4,0.48
01,"ANDALUCIA",04,"ALMERIA",04063,"MARÍA",4,0.09
01,"ANDALUCIA",04,"ALMERIA",04101,"VIATOR",4,0.09
01,"ANDALUCIA",04,"ALMERIA",04027,"BENIZALÓN",3,72.88
01,"ANDALUCIA",04,"ALMERIA",04071,"PADULES",3,1.95
01,"ANDALUCIA",04,"ALMERIA",04014,"ALMÓCITA",3,1.14
01,"ANDALUCIA",04,"ALMERIA",04010,"ALHABIA",3,0.3
01,"ANDALUCIA",04,"ALMERIA",04020,"BAYÁRCAL",3,0.25
01,"ANDALUCIA",04,"ALMERIA",04085,"SOMONTÍN",3,0.03
01,"ANDALUCIA",04,"ALMERIA",04096,"URRÁCAL",2,9.14
01,"ANDALUCIA",04,"ALMERIA",04095,"ULEILA DEL CAMPO",2,1.84
01,"ANDALUCIA",04,"ALMERIA",04052,"HUÉRCAL DE ALMERÍA",2,0.93
01,"ANDALUCIA",04,"ALMERIA",04028,"BENTARIQUE",2,0.33
01,"ANDALUCIA",04,"ALMERIA",04049,"GARRUCHA",2,0.25
01,"ANDALUCIA",04,"ALMERIA",04903,"MOJONERA, LA",1,2.86
01,"ANDALUCIA",04,"ALMERIA",04056,"LAROYA",1,1.5
01,"ANDALUCIA",04,"ALMERIA",04089,"TABERNO",1,1.4
01,"ANDALUCIA",04,"ALMERIA",04074,"PECHINA",1,0.65
01,"ANDALUCIA",04,"ALMERIA",04078,"RIOJA",1,0.1
01,"ANDALUCIA",04,"ALMERIA",04091,"TERQUE",1,0.08
01,"ANDALUCIA",04,"ALMERIA",04004,"ALBÁNCHEZ",1,0.04
01,"ANDALUCIA",04,"ALMERIA",04012,"ALICÚN",1,0
01,"ANDALUCIA",11,"CADIZ",11033,"SAN ROQUE",131,1123.87
01,"ANDALUCIA",11,"CADIZ",11035,"TARIFA",117,1307.52
01,"ANDALUCIA",11,"CADIZ",11007,"BARBATE",92,160.47
01,"ANDALUCIA",11,"CADIZ",11020,"JEREZ DE LA FRONTERA",67,61.69
01,"ANDALUCIA",11,"CADIZ",11008,"BARRIOS, LOS",55,409.74
01,"ANDALUCIA",11,"CADIZ",11004,"ALGECIRAS",52,684.75
01,"ANDALUCIA",11,"CADIZ",11006,"ARCOS DE LA FRONTERA",43,63.11
01,"ANDALUCIA",11,"CADIZ",11021,"JIMENA DE LA FRONTERA",42,284.95
01,"ANDALUCIA",11,"CADIZ",11014,"CONIL DE LA FRONTERA",39,198.6
01,"ANDALUCIA",11,"CADIZ",11001,"ALCALÁ  DE LOS GAZULES",39,151.36
01,"ANDALUCIA",11,"CADIZ",11028,"PUERTO REAL",39,76.43
01,"ANDALUCIA",11,"CADIZ",11013,"CASTELLAR DE LA FRONTERA",32,23.23
01,"ANDALUCIA",11,"CADIZ",11023,"MEDINA-SIDONIA",31,128.89
01,"ANDALUCIA",11,"CADIZ",11039,"VEJER DE LA FRONTERA",29,28.27
01,"ANDALUCIA",11,"CADIZ",11022,"LINEA  CONCEPCION, LA",25,77.62
01,"ANDALUCIA",11,"CADIZ",11005,"ALGODONALES",24,25.47
01,"ANDALUCIA",11,"CADIZ",11041,"VILLAMARTÍN",22,43.38
01,"ANDALUCIA",11,"CADIZ",11027,"PUERTO SANTA MARIA, EL",22,23.26
01,"ANDALUCIA",11,"CADIZ",11024,"OLVERA",21,102.6
01,"ANDALUCIA",11,"CADIZ",11015,"CHICLANA DE LA FRONTERA",19,71.08
01,"ANDALUCIA",11,"CADIZ",11034,"SETENIL DE LAS BODEGAS",18,55.74
01,"ANDALUCIA",11,"CADIZ",11019,"GRAZALEMA",17,71.05
01,"ANDALUCIA",11,"CADIZ",11002,"ALCALÁ DEL VALLE",16,95.24
01,"ANDALUCIA",11,"CADIZ",11036,"TORRE ALHÁQUIME",15,69.56
01,"ANDALUCIA",11,"CADIZ",11032,"SANLÚCAR DE BARRAMEDA",14,11.78
01,"ANDALUCIA",11,"CADIZ",11029,"PUERTO SERRANO",13,36.29
01,"ANDALUCIA",11,"CADIZ",11042,"ZAHARA",11,13.75
01,"ANDALUCIA",11,"CADIZ",11018,"GASTOR, EL",10,8.15
01,"ANDALUCIA",11,"CADIZ",11026,"PRADO DEL REY",10,3.88
01,"ANDALUCIA",11,"CADIZ",11038,"UBRIQUE",9,6.06
01,"ANDALUCIA",11,"CADIZ",11902,"SAN JOSÉ DEL VALLE",7,5.28
01,"ANDALUCIA",11,"CADIZ",11011,"BOSQUE, EL",6,0.91
01,"ANDALUCIA",11,"CADIZ",11025,"PATERNA DE RIVERA",5,6.48
01,"ANDALUCIA",11,"CADIZ",11901,"BENALUP-CASAS VIEJAS",5,5.97
01,"ANDALUCIA",11,"CADIZ",11003,"ALGAR",5,1.96
01,"ANDALUCIA",11,"CADIZ",11010,"BORNOS",4,2.97
01,"ANDALUCIA",11,"CADIZ",11017,"ESPERA",4,2.15
01,"ANDALUCIA",11,"CADIZ",11031,"SAN FERNANDO",4,1.1
01,"ANDALUCIA",11,"CADIZ",11030,"ROTA",3,0.77
01,"ANDALUCIA",11,"CADIZ",11009,"BENAOCAZ",3,0.11
01,"ANDALUCIA",11,"CADIZ",11040,"VILLALUENGA DEL ROSARIO",2,109.1
01,"ANDALUCIA",11,"CADIZ",11016,"CHIPIONA",2,2.4
01,"ANDALUCIA",11,"CADIZ",11012,"CÁDIZ",1,0.07
01,"ANDALUCIA",14,"CORDOBA",14021,"CÓRDOBA",250,481.33
01,"ANDALUCIA",14,"CORDOBA",14036,"HORNACHUELOS",66,88.13
01,"ANDALUCIA",14,"CORDOBA",14013,"CABRA",63,74.84
01,"ANDALUCIA",14,"CORDOBA",14073,"VILLAVICIOSA DE CÓRDOBA",53,427.67
01,"ANDALUCIA",14,"CORDOBA",14055,"PRIEGO DE CÓRDOBA",50,123.48
01,"ANDALUCIA",14,"CORDOBA",14026,"ESPIEL",43,673.8
01,"ANDALUCIA",14,"CORDOBA",14047,"OBEJO",37,3520.35
01,"ANDALUCIA",14,"CORDOBA",14029,"FUENTE OBEJUNA",36,438.23
01,"ANDALUCIA",14,"CORDOBA",14038,"LUCENA",34,50.31
01,"ANDALUCIA",14,"CORDOBA",14005,"ALMODÓVAR DEL RÍO",32,68.49
01,"ANDALUCIA",14,"CORDOBA",14009,"BELMEZ",30,501.76
01,"ANDALUCIA",14,"CORDOBA",14043,"MONTORO",30,29.79
01,"ANDALUCIA",14,"CORDOBA",14058,"RUTE",26,95.98
01,"ANDALUCIA",14,"CORDOBA",14007,"BAENA",23,100.21
01,"ANDALUCIA",14,"CORDOBA",14056,"PUENTE GENIL",22,48.53
01,"ANDALUCIA",14,"CORDOBA",14035,"HINOJOSA DEL DUQUE",21,453.56
01,"ANDALUCIA",14,"CORDOBA",14016,"CARDEÑA",20,35.91
01,"ANDALUCIA",14,"CORDOBA",14053,"POSADAS",19,11.19
01,"ANDALUCIA",14,"CORDOBA",14052,"PEÑARROYA-PUEBLONUEVO",18,139.92
01,"ANDALUCIA",14,"CORDOBA",14015,"CARCABUEY",18,50.28
01,"ANDALUCIA",14,"CORDOBA",14002,"AGUILAR DE LA FRONTERA",18,10.6
01,"ANDALUCIA",14,"CORDOBA",14001,"ADAMUZ",17,19.87
01,"ANDALUCIA",14,"CORDOBA",14039,"LUQUE",16,62.96
01,"ANDALUCIA",14,"CORDOBA",14054,"POZOBLANCO",15,189.81
01,"ANDALUCIA",14,"CORDOBA",14031,"FUENTE-TÓJAR",15,18.95
01,"ANDALUCIA",14,"CORDOBA",14008,"BELALCÁZAR",14,362.97
01,"ANDALUCIA",14,"CORDOBA",14069,"VILLANUEVA DE CÓRDOBA",14,69.65
01,"ANDALUCIA",14,"CORDOBA",14037,"IZNÁJAR",14,31.6
01,"ANDALUCIA",14,"CORDOBA",14071,"VILLANUEVA DEL REY",13,59.16
01,"ANDALUCIA",14,"CORDOBA",14004,"ALMEDINILLA",13,12.16
01,"ANDALUCIA",14,"CORDOBA",14067,"VILLAFRANCA DE CÓRDOBA",12,8.14
01,"ANDALUCIA",14,"CORDOBA",14049,"PALMA DEL RÍO",10,23.05
01,"ANDALUCIA",14,"CORDOBA",14070,"VILLANUEVA DEL DUQUE",10,13.27
01,"ANDALUCIA",14,"CORDOBA",14006,"AÑORA",9,101.74
01,"ANDALUCIA",14,"CORDOBA",14074,"VISO, EL",8,291.04
01,"ANDALUCIA",14,"CORDOBA",14022,"DOÑA MENCÍA",8,35.39
01,"ANDALUCIA",14,"CORDOBA",14003,"ALCARACEJOS",7,114.13
01,"ANDALUCIA",14,"CORDOBA",14010,"BENAMEJÍ",7,44.4
01,"ANDALUCIA",14,"CORDOBA",14030,"FUENTE PALMERA",6,14.03
01,"ANDALUCIA",14,"CORDOBA",14042,"MONTILLA",6,4.78
01,"ANDALUCIA",14,"CORDOBA",14046,"NUEVA CARTEYA",6,0.95
01,"ANDALUCIA",14,"CORDOBA",14064,"VALSEQUILLO",5,149.12
01,"ANDALUCIA",14,"CORDOBA",14061,"SANTA EUFEMIA",5,115.19
01,"ANDALUCIA",14,"CORDOBA",14068,"VILLAHARTA",5,107.8
01,"ANDALUCIA",14,"CORDOBA",14060,"SANTAELLA",5,10.15
01,"ANDALUCIA",14,"CORDOBA",14018,"CARPIO, EL",5,5.25
01,"ANDALUCIA",14,"CORDOBA",14062,"TORRECAMPO",4,21.49
01,"ANDALUCIA",14,"CORDOBA",14024,"ENCINAS REALES",4,4.8
01,"ANDALUCIA",14,"CORDOBA",14020,"CONQUISTA",3,27.45
01,"ANDALUCIA",14,"CORDOBA",14023,"DOS TORRES",3,17.17
01,"ANDALUCIA",14,"CORDOBA",14032,"GRANJUELA, LA",3,12.89
01,"ANDALUCIA",14,"CORDOBA",14034,"GUIJO, EL",3,5.82
01,"ANDALUCIA",14,"CORDOBA",14019,"CASTRO DEL RÍO",3,3.06
01,"ANDALUCIA",14,"CORDOBA",14033,"GUADALCÁZAR",3,2.33
01,"ANDALUCIA",14,"CORDOBA",14075,"ZUHEROS",3,0.24
01,"ANDALUCIA",14,"CORDOBA",14011,"BLÁZQUEZ, LOS",2,12.67
01,"ANDALUCIA",14,"CORDOBA",14048,"PALENCIANA",2,4.64
01,"ANDALUCIA",14,"CORDOBA",14050,"PEDRO ABAD",2,2.29
01,"ANDALUCIA",14,"CORDOBA",14025,"ESPEJO",2,2.04
01,"ANDALUCIA",14,"CORDOBA",14063,"VALENZUELA",1,2.88
01,"ANDALUCIA",14,"CORDOBA",14051,"PEDROCHE",1,2.02
01,"ANDALUCIA",14,"CORDOBA",14041,"MONTEMAYOR",1,0.8
01,"ANDALUCIA",14,"CORDOBA",14044,"MONTURQUE",1,0.76
01,"ANDALUCIA",14,"CORDOBA",14012,"BUJALANCE",1,0.48
01,"ANDALUCIA",14,"CORDOBA",14072,"VILLARALTO",1,0.07
01,"ANDALUCIA",14,"CORDOBA",14066,"VILLA DEL RÍO",1,0.01
01,"ANDALUCIA",18,"GRANADA",18087,"GRANADA",55,243.06
01,"ANDALUCIA",18,"GRANADA",18158,"PINOS PUENTE",47,180.54
01,"ANDALUCIA",18,"GRANADA",18147,"ÓRGIVA",44,82.29
01,"ANDALUCIA",18,"GRANADA",18013,"ALHAMA DE GRANADA",42,102.88
01,"ANDALUCIA",18,"GRANADA",18020,"ARENAS DEL REY",42,79.63
01,"ANDALUCIA",18,"GRANADA",18105,"IZNALLOZ",34,166.81
01,"ANDALUCIA",18,"GRANADA",18904,"ALPUJARRA DE LA SIERRA",31,94.15
01,"ANDALUCIA",18,"GRANADA",18150,"PADUL",29,33.79
01,"ANDALUCIA",18,"GRANADA",18089,"GUADIX",23,58.97
01,"ANDALUCIA",18,"GRANADA",18017,"ALMUÑÉCAR",22,274.35
01,"ANDALUCIA",18,"GRANADA",18023,"BAZA",22,84.54
01,"ANDALUCIA",18,"GRANADA",18094,"GÜEJAR SIERRA",21,103.37
01,"ANDALUCIA",18,"GRANADA",18182,"UGIJAR",21,27.99
01,"ANDALUCIA",18,"GRANADA",18116,"LANJARÓN",20,2477.27
01,"ANDALUCIA",18,"GRANADA",18035,"CÁDIAR",20,73.27
01,"ANDALUCIA",18,"GRANADA",18093,"GUALCHOS",19,237.49
01,"ANDALUCIA",18,"GRANADA",18906,"GUAJARES, LOS",17,198.74
01,"ANDALUCIA",18,"GRANADA",18901,"TAHA, LA",17,4.95
01,"ANDALUCIA",18,"GRANADA",18132,"MOCLÍN",16,150.85
01,"ANDALUCIA",18,"GRANADA",18184,"VÉLEZ DE BENAUDALLA",15,34.85
01,"ANDALUCIA",18,"GRANADA",18183,"VÁLOR",15,30.25
01,"ANDALUCIA",18,"GRANADA",18003,"ALBOLOTE",15,11.75
01,"ANDALUCIA",18,"GRANADA",18076,"FONELAS",14,59.78
01,"ANDALUCIA",18,"GRANADA",18071,"DÚRCAL",14,20.41
01,"ANDALUCIA",18,"GRANADA",18034,"CACÍN",14,12.02
01,"ANDALUCIA",18,"GRANADA",18098,"HUÉSCAR",14,5.67
01,"ANDALUCIA",18,"GRANADA",18140,"MOTRIL",13,158.85
01,"ANDALUCIA",18,"GRANADA",18107,"JAYENA",13,46.66
01,"ANDALUCIA",18,"GRANADA",18056,"CÚLLAR",13,24.11
01,"ANDALUCIA",18,"GRANADA",18119,"LECRÍN",13,18.46
01,"ANDALUCIA",18,"GRANADA",18082,"GALERA",13,7.64
01,"ANDALUCIA",18,"GRANADA",18022,"ATARFE",13,4.14
01,"ANDALUCIA",18,"GRANADA",18910,"PINAR, EL",12,56.22
01,"ANDALUCIA",18,"GRANADA",18007,"ALBUÑUELAS",12,8.98
01,"ANDALUCIA",18,"GRANADA",18102,"ILLORA",12,5.72
01,"ANDALUCIA",18,"GRANADA",18122,"LOJA",11,109.69
01,"ANDALUCIA",18,"GRANADA",18030,"BÉRCHULES",11,22.22
01,"ANDALUCIA",18,"GRANADA",18167,"PURULLENA",11,7.64
01,"ANDALUCIA",18,"GRANADA",18175,"SANTA FE",11,6.53
01,"ANDALUCIA",18,"GRANADA",18068,"DÍLAR",10,47.96
01,"ANDALUCIA",18,"GRANADA",18179,"TORVIZCÓN",10,41.67
01,"ANDALUCIA",18,"GRANADA",18903,"NEVADA",10,28.67
01,"ANDALUCIA",18,"GRANADA",18154,"PEZA, LA",10,9.78
01,"ANDALUCIA",18,"GRANADA",18040,"CÁÑAR",10,4.13
01,"ANDALUCIA",18,"GRANADA",18046,"CASTRIL",10,1.75
01,"ANDALUCIA",18,"GRANADA",18134,"MONACHIL",9,20.12
01,"ANDALUCIA",18,"GRANADA",18047,"CENES DE LA VEGA",9,19.24
01,"ANDALUCIA",18,"GRANADA",18066,"DEIFONTES",9,10.5
01,"ANDALUCIA",18,"GRANADA",18115,"LÁCHAR",9,10.07
01,"ANDALUCIA",18,"GRANADA",18181,"TURÓN",8,90.52
01,"ANDALUCIA",18,"GRANADA",18170,"RUBITE",8,37.6
01,"ANDALUCIA",18,"GRANADA",18185,"VENTAS DE HUELMA",8,11.63
01,"ANDALUCIA",18,"GRANADA",18908,"VILLAMENA",8,7.64
01,"ANDALUCIA",18,"GRANADA",18159,"PÍÑAR",8,6.69
01,"ANDALUCIA",18,"GRANADA",18039,"CANILES",7,11.51
01,"ANDALUCIA",18,"GRANADA",18138,"MORALEDA DE ZAFAYONA",7,10.2
01,"ANDALUCIA",18,"GRANADA",18168,"QUÉNTAR",7,9.72
01,"ANDALUCIA",18,"GRANADA",18054,"CORTES Y GRAENA",7,9.11
01,"ANDALUCIA",18,"GRANADA",18099,"HUÉTOR DE SANTILLÁN",6,28.7
01,"ANDALUCIA",18,"GRANADA",18033,"BUSQUÍSTAR",6,27.75
01,"ANDALUCIA",18,"GRANADA",18151,"PAMPANEIRA",6,2.89
01,"ANDALUCIA",18,"GRANADA",18146,"ORCE",6,2.81
01,"ANDALUCIA",18,"GRANADA",18907,"VALLE DEL ZALABÍ",6,2.73
01,"ANDALUCIA",18,"GRANADA",18016,"ALMEGIJAR",6,2.64
01,"ANDALUCIA",18,"GRANADA",18079,"FUENTE VAQUEROS",6,2.25
01,"ANDALUCIA",18,"GRANADA",18157,"PINOS GENIL",5,321.63
01,"ANDALUCIA",18,"GRANADA",18187,"VILLANUEVA DE LAS TORRES",5,311
01,"ANDALUCIA",18,"GRANADA",18096,"HUÉLAGO",5,65.03
01,"ANDALUCIA",18,"GRANADA",18014,"ALHENDÍN",5,45.97
01,"ANDALUCIA",18,"GRANADA",18085,"GOR",5,20.54
01,"ANDALUCIA",18,"GRANADA",18006,"ALBUÑOL",5,13.82
01,"ANDALUCIA",18,"GRANADA",18088,"GUADAHORTUNA",5,7.89
01,"ANDALUCIA",18,"GRANADA",18137,"MONTILLANA",5,7.2
01,"ANDALUCIA",18,"GRANADA",18044,"CÁSTARAS",5,6.45
01,"ANDALUCIA",18,"GRANADA",18027,"BENALÚA",5,5.39
01,"ANDALUCIA",18,"GRANADA",18141,"MURTAS",5,4.42
01,"ANDALUCIA",18,"GRANADA",18135,"MONTEFRÍO",5,3.5
01,"ANDALUCIA",18,"GRANADA",18902,"VALLE, EL",5,3.11
01,"ANDALUCIA",18,"GRANADA",18029,"BENAMAUREL",5,1.82
01,"ANDALUCIA",18,"GRANADA",18109,"JETE",4,1883.84
01,"ANDALUCIA",18,"GRANADA",18078,"FREILA",4,28.9
01,"ANDALUCIA",18,"GRANADA",18152,"PEDRO MARTÍNEZ",4,14.31
01,"ANDALUCIA",18,"GRANADA",18002,"ALAMEDILLA",4,8.4
01,"ANDALUCIA",18,"GRANADA",18042,"CAPILEIRA",4,3.31
01,"ANDALUCIA",18,"GRANADA",18171,"SALAR",4,3.08
01,"ANDALUCIA",18,"GRANADA",18028,"BENALÚA DE LAS VILLAS",4,3.05
01,"ANDALUCIA",18,"GRANADA",18067,"DIEZMA",4,2.5
01,"ANDALUCIA",18,"GRANADA",18180,"TREVÉLEZ",4,2.37
01,"ANDALUCIA",18,"GRANADA",18024,"BEAS DE GRANADA",4,0.34
01,"ANDALUCIA",18,"GRANADA",18117,"LANTEIRA",4,0.2
01,"ANDALUCIA",18,"GRANADA",18192,"ZAFARRAYA",3,33.17
01,"ANDALUCIA",18,"GRANADA",18061,"CHIMENEAS",3,18.93
01,"ANDALUCIA",18,"GRANADA",18012,"ALGARINEJO",3,14.8
01,"ANDALUCIA",18,"GRANADA",18064,"DEHESAS DE GUADIX",3,9.5
01,"ANDALUCIA",18,"GRANADA",18045,"CASTILLÉJAR",3,5.08
01,"ANDALUCIA",18,"GRANADA",18133,"MOLVIZAR",3,4.64
01,"ANDALUCIA",18,"GRANADA",18050,"COGOLLOS DE LA VEGA",3,4.41
01,"ANDALUCIA",18,"GRANADA",18153,"PELIGROS",3,4.14
01,"ANDALUCIA",18,"GRANADA",18053,"CORTES DE BAZA",3,3.75
01,"ANDALUCIA",18,"GRANADA",18070,"DÚDAR",3,3.13
01,"ANDALUCIA",18,"GRANADA",18051,"COLOMERA",3,2.99
01,"ANDALUCIA",18,"GRANADA",18025,"BEAS DE GUADIX",3,2.22
01,"ANDALUCIA",18,"GRANADA",18038,"CAMPOTÉJAR",3,1.73
01,"ANDALUCIA",18,"GRANADA",18173,"SALOBREÑA",3,0.56
01,"ANDALUCIA",18,"GRANADA",18136,"MONTEJÍCAR",3,0.42
01,"ANDALUCIA",18,"GRANADA",18193,"ZUBIA, LA",3,0.09
01,"ANDALUCIA",18,"GRANADA",18111,"JUN",2,47.48
01,"ANDALUCIA",18,"GRANADA",18189,"VÍZNAR",2,20.08
01,"ANDALUCIA",18,"GRANADA",18143,"NIGÜELAS",2,14.23
01,"ANDALUCIA",18,"GRANADA",18124,"LÚJAR",2,11.93
01,"ANDALUCIA",18,"GRANADA",18063,"DARRO",2,9.81
01,"ANDALUCIA",18,"GRANADA",18097,"HUÉNEJA",2,8.36
01,"ANDALUCIA",18,"GRANADA",18103,"ITRABO",2,5.5
01,"ANDALUCIA",18,"GRANADA",18001,"AGRÓN",2,3.61
01,"ANDALUCIA",18,"GRANADA",18086,"GORAFE",2,3.5
01,"ANDALUCIA",18,"GRANADA",18004,"ALBONDÓN",2,2.4
01,"ANDALUCIA",18,"GRANADA",18164,"PUEBLA DE DON FADRIQUE",2,1.37
01,"ANDALUCIA",18,"GRANADA",18120,"LENTEGÍ",2,1.27
01,"ANDALUCIA",18,"GRANADA",18037,"CALICASAS",2,0.87
01,"ANDALUCIA",18,"GRANADA",18108,"JEREZ DEL MARQUESADO",2,0.63
01,"ANDALUCIA",18,"GRANADA",18148,"OTÍVAR",2,0.25
01,"ANDALUCIA",18,"GRANADA",18010,"ALDEIRE",2,0.15
01,"ANDALUCIA",18,"GRANADA",18018,"ALQUIFE",2,0.13
01,"ANDALUCIA",18,"GRANADA",18163,"PÓRTUGOS",2,0.02
01,"ANDALUCIA",18,"GRANADA",18909,"MORELÁBOR",1,7.7
01,"ANDALUCIA",18,"GRANADA",18121,"LOBRAS",1,5.8
01,"ANDALUCIA",18,"GRANADA",18072,"ESCÚZAR",1,4.46
01,"ANDALUCIA",18,"GRANADA",18005,"ALBUÑÁN",1,2.4
01,"ANDALUCIA",18,"GRANADA",18083,"GOBERNADOR",1,1.4
01,"ANDALUCIA",18,"GRANADA",18100,"HUÉTOR TÁJAR",1,0.93
01,"ANDALUCIA",18,"GRANADA",18084,"GÓJAR",1,0.77
01,"ANDALUCIA",18,"GRANADA",18112,"JUVILES",1,0.75
01,"ANDALUCIA",18,"GRANADA",18912,"CUEVAS DEL CAMPO",1,0.7
01,"ANDALUCIA",18,"GRANADA",18049,"COGOLLOS DE GUADIX",1,0.4
01,"ANDALUCIA",18,"GRANADA",18059,"CHAUCHINA",1,0.25
01,"ANDALUCIA",18,"GRANADA",18913,"ZAGRA",1,0.14
